split,clip,window_index,first_frame,last_frame,true_label,fight_probability
primary,val/Val_Fight/RTHTRS_698.avi,4,32,47,Fight,0.802158
primary,val/Val_Fight/RTHTRS_698.avi,5,40,55,Fight,0.833426
primary,val/Val_Fight/RTHTRS_698.avi,6,48,63,Fight,0.628577
primary,val/Val_Fight/RTHTRS_698.avi,7,56,71,Fight,0.669591
primary,val/Val_Fight/RTHTRS_698.avi,8,64,79,Fight,0.978573
primary,val/Val_Fight/RTHTRS_698.avi,9,72,87,Fight,0.404059
primary,val/Val_Fight/RTHTRS_698.avi,10,80,95,Fight,0.998694
primary,val/Val_Fight/RTHTRS_698.avi,11,88,103,Fight,0.910500
primary,val/Val_Fight/RTHTRS_698.avi,12,96,111,Fight,0.958986
primary,val/Val_Fight/RTHTRS_698.avi,13,104,119,Fight,0.904313
primary,val/Val_Fight/RTHTRS_698.avi,14,112,127,Fight,0.947339
primary,val/Val_Fight/RTHTRS_698.avi,15,120,135,Fight,0.856297
primary,val/Val_Fight/RTHTRS_698.avi,16,128,143,Fight,0.713009
primary,val/Val_Fight/RTHTRS_699.avi,0,0,15,Fight,0.566289
primary,val/Val_Fight/RTHTRS_699.avi,1,8,23,Fight,0.721969
primary,val/Val_Fight/RTHTRS_699.avi,2,16,31,Fight,0.741272
primary,val/Val_Fight/RTHTRS_699.avi,3,24,39,Fight,0.420463
primary,val/Val_Fight/RTHTRS_699.avi,4,32,47,Fight,0.243419
primary,val/Val_Fight/RTHTRS_699.avi,5,40,55,Fight,0.374437
primary,val/Val_Fight/RTHTRS_699.avi,6,48,63,Fight,0.296678
primary,val/Val_Fight/RTHTRS_699.avi,7,56,71,Fight,0.120481
primary,val/Val_Fight/RTHTRS_699.avi,8,64,79,Fight,0.551477
primary,val/Val_Fight/RTHTRS_699.avi,9,72,87,Fight,0.802962
primary,val/Val_Fight/RTHTRS_699.avi,10,80,95,Fight,0.998942
primary,val/Val_Fight/RTHTRS_699.avi,11,88,103,Fight,0.997523
primary,val/Val_Fight/RTHTRS_699.avi,12,96,111,Fight,0.698005
primary,val/Val_Fight/RTHTRS_699.avi,13,104,119,Fight,0.093032
primary,val/Val_Fight/RTHTRS_699.avi,14,112,127,Fight,0.466076
primary,val/Val_Fight/RTHTRS_699.avi,15,120,135,Fight,0.664823
primary,val/Val_Fight/RTHTRS_699.avi,16,128,143,Fight,0.292288
primary,val/Val_Fight/RTHTRS_705.avi,0,0,15,Fight,0.193516
primary,val/Val_Fight/RTHTRS_705.avi,1,8,23,Fight,0.039851
primary,val/Val_Fight/RTHTRS_705.avi,2,16,31,Fight,0.265112
primary,val/Val_Fight/RTHTRS_705.avi,3,24,39,Fight,0.836778
primary,val/Val_Fight/RTHTRS_705.avi,4,32,47,Fight,0.576148
primary,val/Val_Fight/RTHTRS_705.avi,5,40,55,Fight,0.709369
primary,val/Val_Fight/RTHTRS_705.avi,6,48,63,Fight,0.483300
primary,val/Val_Fight/RTHTRS_705.avi,7,56,71,Fight,0.564915
primary,val/Val_Fight/RTHTRS_705.avi,8,64,79,Fight,0.577620
primary,val/Val_Fight/RTHTRS_705.avi,9,72,87,Fight,0.262324
primary,val/Val_Fight/RTHTRS_705.avi,10,80,95,Fight,0.869804
primary,val/Val_Fight/RTHTRS_705.avi,11,88,103,Fight,0.407182
primary,val/Val_Fight/RTHTRS_705.avi,12,96,111,Fight,0.576378
primary,val/Val_Fight/RTHTRS_705.avi,13,104,119,Fight,0.854781
primary,val/Val_Fight/RTHTRS_705.avi,14,112,127,Fight,0.398195
primary,val/Val_Fight/RTHTRS_705.avi,15,120,135,Fight,0.468567
primary,val/Val_Fight/RTHTRS_705.avi,16,128,143,Fight,0.442603
primary,val/Val_Fight/RTHTRS_706.avi,0,0,15,Fight,0.829418
primary,val/Val_Fight/RTHTRS_706.avi,1,8,23,Fight,0.388609
primary,val/Val_Fight/RTHTRS_706.avi,2,16,31,Fight,0.402273
primary,val/Val_Fight/RTHTRS_706.avi,3,24,39,Fight,0.852151
primary,val/Val_Fight/RTHTRS_706.avi,4,32,47,Fight,0.632930
primary,val/Val_Fight/RTHTRS_706.avi,5,40,55,Fight,0.950809
primary,val/Val_Fight/RTHTRS_706.avi,6,48,63,Fight,0.920601
primary,val/Val_Fight/RTHTRS_706.avi,7,56,71,Fight,0.865654
primary,val/Val_Fight/RTHTRS_706.avi,8,64,79,Fight,0.527363
primary,val/Val_Fight/RTHTRS_706.avi,9,72,87,Fight,0.552985
primary,val/Val_Fight/RTHTRS_706.avi,10,80,95,Fight,0.983650
primary,val/Val_Fight/RTHTRS_706.avi,11,88,103,Fight,0.997539
primary,val/Val_Fight/RTHTRS_706.avi,12,96,111,Fight,0.703578
primary,val/Val_Fight/RTHTRS_706.avi,13,104,119,Fight,0.443427
primary,val/Val_Fight/RTHTRS_706.avi,14,112,127,Fight,0.820379
primary,val/Val_Fight/RTHTRS_706.avi,15,120,135,Fight,0.928584
primary,val/Val_Fight/RTHTRS_706.avi,16,128,143,Fight,0.994469
primary,val/Val_Fight/RTHTRS_707.avi,0,0,15,Fight,0.485633
primary,val/Val_Fight/RTHTRS_707.avi,1,8,23,Fight,0.776888
primary,val/Val_Fight/RTHTRS_707.avi,2,16,31,Fight,0.593185
primary,val/Val_Fight/RTHTRS_707.avi,3,24,39,Fight,0.680627
primary,val/Val_Fight/RTHTRS_707.avi,4,32,47,Fight,0.620177
primary,val/Val_Fight/RTHTRS_707.avi,5,40,55,Fight,0.680978
primary,val/Val_Fight/RTHTRS_707.avi,6,48,63,Fight,0.962892
primary,val/Val_Fight/RTHTRS_707.avi,7,56,71,Fight,0.562180
primary,val/Val_Fight/RTHTRS_707.avi,8,64,79,Fight,0.846378
primary,val/Val_Fight/RTHTRS_707.avi,9,72,87,Fight,0.664231
primary,val/Val_Fight/RTHTRS_707.avi,10,80,95,Fight,0.448545
primary,val/Val_Fight/RTHTRS_707.avi,11,88,103,Fight,0.227109
primary,val/Val_Fight/RTHTRS_707.avi,12,96,111,Fight,0.163264
primary,val/Val_Fight/RTHTRS_707.avi,13,104,119,Fight,0.134762
primary,val/Val_Fight/RTHTRS_707.avi,14,112,127,Fight,0.801563
primary,val/Val_Fight/RTHTRS_707.avi,15,120,135,Fight,0.712736
primary,val/Val_Fight/RTHTRS_707.avi,16,128,143,Fight,0.971575
primary,val/Val_Fight/RTHTRS_717.avi,0,0,15,Fight,0.599304
primary,val/Val_Fight/RTHTRS_717.avi,1,8,23,Fight,0.298062
primary,val/Val_Fight/RTHTRS_717.avi,2,16,31,Fight,0.073770
primary,val/Val_Fight/RTHTRS_717.avi,3,24,39,Fight,0.031836
primary,val/Val_Fight/RTHTRS_717.avi,4,32,47,Fight,0.040925
primary,val/Val_Fight/RTHTRS_717.avi,5,40,55,Fight,0.043394
primary,val/Val_Fight/RTHTRS_717.avi,6,48,63,Fight,0.013960
primary,val/Val_Fight/RTHTRS_717.avi,7,56,71,Fight,0.012681
primary,val/Val_Fight/RTHTRS_717.avi,8,64,79,Fight,0.020898
primary,val/Val_Fight/RTHTRS_717.avi,9,72,87,Fight,0.005586
primary,val/Val_Fight/RTHTRS_717.avi,10,80,95,Fight,0.031066
primary,val/Val_Fight/RTHTRS_717.avi,11,88,103,Fight,0.033047
primary,val/Val_Fight/RTHTRS_717.avi,12,96,111,Fight,0.038302
primary,val/Val_Fight/RTHTRS_717.avi,13,104,119,Fight,0.413594
primary,val/Val_Fight/RTHTRS_717.avi,14,112,127,Fight,0.516856
primary,val/Val_Fight/RTHTRS_717.avi,15,120,135,Fight,0.038557
primary,val/Val_Fight/RTHTRS_717.avi,16,128,143,Fight,0.020602
primary,val/Val_Fight/RTHTRS_718.avi,0,0,15,Fight,0.466337
primary,val/Val_Fight/RTHTRS_718.avi,1,8,23,Fight,0.011536
primary,val/Val_Fight/RTHTRS_718.avi,2,16,31,Fight,0.616631
primary,val/Val_Fight/RTHTRS_718.avi,3,24,39,Fight,0.022361
primary,val/Val_Fight/RTHTRS_718.avi,4,32,47,Fight,0.031603
primary,val/Val_Fight/RTHTRS_718.avi,5,40,55,Fight,0.171897
primary,val/Val_Fight/RTHTRS_718.avi,6,48,63,Fight,0.191553
primary,val/Val_Fight/RTHTRS_718.avi,7,56,71,Fight,0.068971
primary,val/Val_Fight/RTHTRS_718.avi,8,64,79,Fight,0.063800
primary,val/Val_Fight/RTHTRS_718.avi,9,72,87,Fight,0.542159
primary,val/Val_Fight/RTHTRS_718.avi,10,80,95,Fight,0.046026
primary,val/Val_Fight/RTHTRS_718.avi,11,88,103,Fight,0.100370
primary,val/Val_Fight/RTHTRS_718.avi,12,96,111,Fight,0.078180
primary,val/Val_Fight/RTHTRS_718.avi,13,104,119,Fight,0.108638
primary,val/Val_Fight/RTHTRS_718.avi,14,112,127,Fight,0.144750
primary,val/Val_Fight/RTHTRS_718.avi,15,120,135,Fight,0.980009
primary,val/Val_Fight/RTHTRS_718.avi,16,128,143,Fight,0.992676
primary,val/Val_Fight/RTHTRS_719.avi,0,0,15,Fight,0.037056
primary,val/Val_Fight/RTHTRS_719.avi,1,8,23,Fight,0.350456
primary,val/Val_Fight/RTHTRS_719.avi,2,16,31,Fight,0.999915
primary,val/Val_Fight/RTHTRS_719.avi,3,24,39,Fight,0.999991
primary,val/Val_Fight/RTHTRS_719.avi,4,32,47,Fight,0.632839
primary,val/Val_Fight/RTHTRS_719.avi,5,40,55,Fight,0.304873
primary,val/Val_Fight/RTHTRS_719.avi,6,48,63,Fight,0.365384
primary,val/Val_Fight/RTHTRS_719.avi,7,56,71,Fight,0.169410
primary,val/Val_Fight/RTHTRS_719.avi,8,64,79,Fight,0.168922
primary,val/Val_Fight/RTHTRS_719.avi,9,72,87,Fight,0.068378
primary,val/Val_Fight/RTHTRS_719.avi,10,80,95,Fight,0.460430
primary,val/Val_Fight/RTHTRS_719.avi,11,88,103,Fight,0.054858
primary,val/Val_Fight/RTHTRS_719.avi,12,96,111,Fight,0.028060
primary,val/Val_Fight/RTHTRS_719.avi,13,104,119,Fight,0.040146
primary,val/Val_Fight/RTHTRS_719.avi,14,112,127,Fight,0.130940
primary,val/Val_Fight/RTHTRS_719.avi,15,120,135,Fight,0.070036
primary,val/Val_Fight/RTHTRS_719.avi,16,128,143,Fight,0.421255
primary,val/Val_Fight/RTHTRS_720.avi,0,0,15,Fight,0.876598
primary,val/Val_Fight/RTHTRS_720.avi,1,8,23,Fight,0.001837
primary,val/Val_Fight/RTHTRS_720.avi,2,16,31,Fight,0.002416
primary,val/Val_Fight/RTHTRS_720.avi,3,24,39,Fight,0.179905
primary,val/Val_Fight/RTHTRS_720.avi,4,32,47,Fight,0.037428
primary,val/Val_Fight/RTHTRS_720.avi,5,40,55,Fight,0.003582
primary,val/Val_Fight/RTHTRS_720.avi,6,48,63,Fight,0.164053
primary,val/Val_Fight/RTHTRS_720.avi,7,56,71,Fight,0.192775
primary,val/Val_Fight/RTHTRS_720.avi,8,64,79,Fight,0.745459
primary,val/Val_Fight/RTHTRS_720.avi,9,72,87,Fight,0.235215
primary,val/Val_Fight/RTHTRS_720.avi,10,80,95,Fight,0.511010
primary,val/Val_Fight/RTHTRS_720.avi,11,88,103,Fight,0.709759
primary,val/Val_Fight/RTHTRS_720.avi,12,96,111,Fight,0.660922
primary,val/Val_Fight/RTHTRS_720.avi,13,104,119,Fight,0.025379
primary,val/Val_Fight/RTHTRS_720.avi,14,112,127,Fight,0.110346
primary,val/Val_Fight/RTHTRS_720.avi,15,120,135,Fight,0.542095
primary,val/Val_Fight/RTHTRS_720.avi,16,128,143,Fight,0.786844
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,0,0,15,Fight,0.884576
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,1,8,23,Fight,0.990556
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,2,16,31,Fight,0.975001
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,3,24,39,Fight,0.996809
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,4,32,47,Fight,0.661781
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,5,40,55,Fight,0.308186
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,6,48,63,Fight,0.366578
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,7,56,71,Fight,0.749441
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,8,64,79,Fight,0.754688
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,9,72,87,Fight,0.785720
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,10,80,95,Fight,0.932371
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,11,88,103,Fight,0.212677
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,12,96,111,Fight,0.338356
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,13,104,119,Fight,0.323271
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,14,112,127,Fight,0.365471
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,15,120,135,Fight,0.364219
primary,val/Val_Fight/Ry5c1PbcIa0_0.avi,16,128,143,Fight,0.307917
primary,val/Val_Fight/SDFDSSDF_972.avi,0,0,15,Fight,0.013213
primary,val/Val_Fight/SDFDSSDF_972.avi,1,8,23,Fight,0.012356
primary,val/Val_Fight/SDFDSSDF_972.avi,2,16,31,Fight,0.151918
primary,val/Val_Fight/SDFDSSDF_972.avi,3,24,39,Fight,0.315974
primary,val/Val_Fight/SDFDSSDF_972.avi,4,32,47,Fight,0.047325
primary,val/Val_Fight/SDFDSSDF_972.avi,5,40,55,Fight,0.004958
primary,val/Val_Fight/SDFDSSDF_972.avi,6,48,63,Fight,0.010167
primary,val/Val_Fight/SDFDSSDF_972.avi,7,56,71,Fight,0.021383
primary,val/Val_Fight/SDFDSSDF_972.avi,8,64,79,Fight,0.042246
primary,val/Val_Fight/SDFDSSDF_972.avi,9,72,87,Fight,0.070629
primary,val/Val_Fight/SDFDSSDF_972.avi,10,80,95,Fight,0.041714
primary,val/Val_Fight/SDFDSSDF_972.avi,11,88,103,Fight,0.018284
primary,val/Val_Fight/SDFDSSDF_972.avi,12,96,111,Fight,0.013081
primary,val/Val_Fight/SDFDSSDF_972.avi,13,104,119,Fight,0.010876
primary,val/Val_Fight/SDFDSSDF_972.avi,14,112,127,Fight,0.050287
primary,val/Val_Fight/SDFDSSDF_972.avi,15,120,135,Fight,0.044204
primary,val/Val_Fight/SDFDSSDF_972.avi,16,128,143,Fight,0.019427
primary,val/Val_Fight/SDFDSSDF_973.avi,0,0,15,Fight,0.053080
primary,val/Val_Fight/SDFDSSDF_973.avi,1,8,23,Fight,0.042852
primary,val/Val_Fight/SDFDSSDF_973.avi,2,16,31,Fight,0.037063
primary,val/Val_Fight/SDFDSSDF_973.avi,3,24,39,Fight,0.014175
primary,val/Val_Fight/SDFDSSDF_973.avi,4,32,47,Fight,0.114614
primary,val/Val_Fight/SDFDSSDF_973.avi,5,40,55,Fight,0.038914
primary,val/Val_Fight/SDFDSSDF_973.avi,6,48,63,Fight,0.241444
primary,val/Val_Fight/SDFDSSDF_973.avi,7,56,71,Fight,0.848382
primary,val/Val_Fight/SDFDSSDF_973.avi,8,64,79,Fight,0.461573
primary,val/Val_Fight/SDFDSSDF_973.avi,9,72,87,Fight,0.306446
primary,val/Val_Fight/SDFDSSDF_973.avi,10,80,95,Fight,0.663989
primary,val/Val_Fight/SDFDSSDF_973.avi,11,88,103,Fight,0.989015
primary,val/Val_Fight/SDFDSSDF_973.avi,12,96,111,Fight,0.996528
primary,val/Val_Fight/SDFDSSDF_973.avi,13,104,119,Fight,0.883749
primary,val/Val_Fight/SDFDSSDF_973.avi,14,112,127,Fight,0.506239
primary,val/Val_Fight/SDFDSSDF_973.avi,15,120,135,Fight,0.528397
primary,val/Val_Fight/SDFDSSDF_973.avi,16,128,143,Fight,0.391786
primary,val/Val_Fight/SDFDSSDF_974.avi,0,0,15,Fight,0.864332
primary,val/Val_Fight/SDFDSSDF_974.avi,1,8,23,Fight,0.989971
primary,val/Val_Fight/SDFDSSDF_974.avi,2,16,31,Fight,0.998135
primary,val/Val_Fight/SDFDSSDF_974.avi,3,24,39,Fight,0.820185
primary,val/Val_Fight/SDFDSSDF_974.avi,4,32,47,Fight,0.246643
primary,val/Val_Fight/SDFDSSDF_974.avi,5,40,55,Fight,0.730601
primary,val/Val_Fight/SDFDSSDF_974.avi,6,48,63,Fight,0.948727
primary,val/Val_Fight/SDFDSSDF_974.avi,7,56,71,Fight,0.993923
primary,val/Val_Fight/SDFDSSDF_974.avi,8,64,79,Fight,0.650512
primary,val/Val_Fight/SDFDSSDF_974.avi,9,72,87,Fight,0.994286
primary,val/Val_Fight/SDFDSSDF_974.avi,10,80,95,Fight,0.998049
primary,val/Val_Fight/SDFDSSDF_974.avi,11,88,103,Fight,0.987603
primary,val/Val_Fight/SDFDSSDF_974.avi,12,96,111,Fight,0.895789
primary,val/Val_Fight/SDFDSSDF_974.avi,13,104,119,Fight,0.444454
primary,val/Val_Fight/SDFDSSDF_974.avi,14,112,127,Fight,0.294181
primary,val/Val_Fight/SDFDSSDF_974.avi,15,120,135,Fight,0.204473
primary,val/Val_Fight/SDFDSSDF_974.avi,16,128,143,Fight,0.340969
primary,val/Val_Fight/SDFDSSDF_976.avi,0,0,15,Fight,0.006249
primary,val/Val_Fight/SDFDSSDF_976.avi,1,8,23,Fight,0.014511
primary,val/Val_Fight/SDFDSSDF_976.avi,2,16,31,Fight,0.069850
primary,val/Val_Fight/SDFDSSDF_976.avi,3,24,39,Fight,0.064837
primary,val/Val_Fight/SDFDSSDF_976.avi,4,32,47,Fight,0.073489
primary,val/Val_Fight/SDFDSSDF_976.avi,5,40,55,Fight,0.015482
primary,val/Val_Fight/SDFDSSDF_976.avi,6,48,63,Fight,0.012491
primary,val/Val_Fight/SDFDSSDF_976.avi,7,56,71,Fight,0.093970
primary,val/Val_Fight/SDFDSSDF_976.avi,8,64,79,Fight,0.234526
primary,val/Val_Fight/SDFDSSDF_976.avi,9,72,87,Fight,0.127633
primary,val/Val_Fight/SDFDSSDF_976.avi,10,80,95,Fight,0.031520
primary,val/Val_Fight/SDFDSSDF_976.avi,11,88,103,Fight,0.047682
primary,val/Val_Fight/SDFDSSDF_976.avi,12,96,111,Fight,0.142315
primary,val/Val_Fight/SDFDSSDF_976.avi,13,104,119,Fight,0.060126
primary,val/Val_Fight/SDFDSSDF_976.avi,14,112,127,Fight,0.038962
primary,val/Val_Fight/SDFDSSDF_976.avi,15,120,135,Fight,0.017064
primary,val/Val_Fight/SDFDSSDF_976.avi,16,128,143,Fight,0.122495
primary,val/Val_Fight/SDFDSSDF_977.avi,0,0,15,Fight,0.923665
primary,val/Val_Fight/SDFDSSDF_977.avi,1,8,23,Fight,0.661724
primary,val/Val_Fight/SDFDSSDF_977.avi,2,16,31,Fight,0.462229
primary,val/Val_Fight/SDFDSSDF_977.avi,3,24,39,Fight,0.430135
primary,val/Val_Fight/SDFDSSDF_977.avi,4,32,47,Fight,0.985301
primary,val/Val_Fight/SDFDSSDF_977.avi,5,40,55,Fight,0.978881
primary,val/Val_Fight/SDFDSSDF_977.avi,6,48,63,Fight,0.835392
primary,val/Val_Fight/SDFDSSDF_977.avi,7,56,71,Fight,0.322482
primary,val/Val_Fight/SDFDSSDF_977.avi,8,64,79,Fight,0.404057
primary,val/Val_Fight/SDFDSSDF_977.avi,9,72,87,Fight,0.424674
primary,val/Val_Fight/SDFDSSDF_977.avi,10,80,95,Fight,0.675016
primary,val/Val_Fight/SDFDSSDF_977.avi,11,88,103,Fight,0.923150
primary,val/Val_Fight/SDFDSSDF_977.avi,12,96,111,Fight,0.988841
primary,val/Val_Fight/SDFDSSDF_977.avi,13,104,119,Fight,0.999610
primary,val/Val_Fight/SDFDSSDF_977.avi,14,112,127,Fight,0.846985
primary,val/Val_Fight/SDFDSSDF_977.avi,15,120,135,Fight,0.322151
primary,val/Val_Fight/SDFDSSDF_977.avi,16,128,143,Fight,0.886257
primary,val/Val_Fight/SDFDSSDF_978.avi,0,0,15,Fight,0.678689
primary,val/Val_Fight/SDFDSSDF_978.avi,1,8,23,Fight,0.993968
primary,val/Val_Fight/SDFDSSDF_978.avi,2,16,31,Fight,0.999883
primary,val/Val_Fight/SDFDSSDF_978.avi,3,24,39,Fight,0.999927
primary,val/Val_Fight/SDFDSSDF_978.avi,4,32,47,Fight,0.908774
primary,val/Val_Fight/SDFDSSDF_978.avi,5,40,55,Fight,0.412292
primary,val/Val_Fight/SDFDSSDF_978.avi,6,48,63,Fight,0.457679
primary,val/Val_Fight/SDFDSSDF_978.avi,7,56,71,Fight,0.265527
primary,val/Val_Fight/SDFDSSDF_978.avi,8,64,79,Fight,0.328889
primary,val/Val_Fight/SDFDSSDF_978.avi,9,72,87,Fight,0.191145
primary,val/Val_Fight/SDFDSSDF_978.avi,10,80,95,Fight,0.587468
primary,val/Val_Fight/SDFDSSDF_978.avi,11,88,103,Fight,0.729934
primary,val/Val_Fight/SDFDSSDF_978.avi,12,96,111,Fight,0.028658
primary,val/Val_Fight/SDFDSSDF_978.avi,13,104,119,Fight,0.012719
primary,val/Val_Fight/SDFDSSDF_978.avi,14,112,127,Fight,0.601795
primary,val/Val_Fight/SDFDSSDF_978.avi,15,120,135,Fight,0.639466
primary,val/Val_Fight/SDFDSSDF_978.avi,16,128,143,Fight,0.955232
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,0,0,15,Fight,0.233922
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,1,8,23,Fight,0.537732
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,2,16,31,Fight,0.863284
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,3,24,39,Fight,0.760107
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,4,32,47,Fight,0.545836
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,5,40,55,Fight,0.631121
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,6,48,63,Fight,0.369260
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,7,56,71,Fight,0.430323
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,8,64,79,Fight,0.632728
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,9,72,87,Fight,0.890204
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,10,80,95,Fight,0.307232
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,11,88,103,Fight,0.339774
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,12,96,111,Fight,0.418740
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,13,104,119,Fight,0.763223
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,14,112,127,Fight,0.897453
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,15,120,135,Fight,0.691500
primary,val/Val_Fight/SJRnWfHAx_E_0.avi,16,128,143,Fight,0.549714
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,0,0,15,Fight,0.590046
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,1,8,23,Fight,0.898330
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,2,16,31,Fight,0.928961
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,3,24,39,Fight,0.728097
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,4,32,47,Fight,0.130920
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,5,40,55,Fight,0.219337
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,6,48,63,Fight,0.209496
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,7,56,71,Fight,0.072566
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,8,64,79,Fight,0.066252
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,9,72,87,Fight,0.128224
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,10,80,95,Fight,0.153673
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,11,88,103,Fight,0.187235
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,12,96,111,Fight,0.149753
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,13,104,119,Fight,0.261530
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,14,112,127,Fight,0.153970
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,15,120,135,Fight,0.093796
primary,val/Val_Fight/SJRnWfHAx_E_1.avi,16,128,143,Fight,0.028067
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,0,0,15,Fight,0.055674
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,1,8,23,Fight,0.012313
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,2,16,31,Fight,0.060870
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,3,24,39,Fight,0.042259
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,4,32,47,Fight,0.294238
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,5,40,55,Fight,0.624891
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,6,48,63,Fight,0.626542
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,7,56,71,Fight,0.611047
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,8,64,79,Fight,0.672053
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,9,72,87,Fight,0.482559
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,10,80,95,Fight,0.402127
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,11,88,103,Fight,0.668653
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,12,96,111,Fight,0.664485
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,13,104,119,Fight,0.642680
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,14,112,127,Fight,0.427884
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,15,120,135,Fight,0.457892
primary,val/Val_Fight/SJRnWfHAx_E_2.avi,16,128,143,Fight,0.683785
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,0,0,15,Fight,0.167856
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,1,8,23,Fight,0.280632
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,2,16,31,Fight,0.334849
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,3,24,39,Fight,0.695736
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,4,32,47,Fight,0.631998
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,5,40,55,Fight,0.779914
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,6,48,63,Fight,0.759659
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,7,56,71,Fight,0.596759
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,8,64,79,Fight,0.466995
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,9,72,87,Fight,0.365125
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,10,80,95,Fight,0.376703
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,11,88,103,Fight,0.325997
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,12,96,111,Fight,0.336177
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,13,104,119,Fight,0.369430
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,14,112,127,Fight,0.387710
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,15,120,135,Fight,0.441617
primary,val/Val_Fight/SJRnWfHAx_E_4.avi,16,128,143,Fight,0.462528
primary,val/Val_Fight/TYRFDVD_1104.avi,0,0,15,Fight,0.021822
primary,val/Val_Fight/TYRFDVD_1104.avi,1,8,23,Fight,0.025945
primary,val/Val_Fight/TYRFDVD_1104.avi,2,16,31,Fight,0.029000
primary,val/Val_Fight/TYRFDVD_1104.avi,3,24,39,Fight,0.013806
primary,val/Val_Fight/TYRFDVD_1104.avi,4,32,47,Fight,0.019488
